Distance_(microns),Gray_Value,Y1,Y2
334.848,29.204,24.8631,6.4170
336.364,26.803,25.9997,8.1196
337.879,25.283,26.2067,7.1216
339.394,26.964,22.9667,7.5184
340.909,25.771,24.7022,4.9712
342.424,25.110,21.0716,6.9809
343.939,23.569,21.6307,6.5194
345.455,23.723,21.6080,7.5941
346.970,24.705,24.1226,6.9878
348.485,25.290,22.3086,6.2716
350.000,24.659,20.3113,7.1334
351.515,27.608,22.6742,7.9697
353.030,24.666,19.9069,6.3098
354.545,29.687,21.0668,6.1044
356.061,29.347,19.8605,9.3295
357.576,31.400,21.3795,5.3744
359.091,31.175,20.7776,7.2459
360.606,31.014,17.5177,7.6012
362.121,33.175,23.1181,7.2735
363.636,34.276,20.2470,5.6448
365.152,38.937,23.8000,7.4767
366.667,44.726,20.0300,6.9253
368.182,45.493,21.8290,7.7833
