Distance_(microns),Gray_Value,Y1,Y2
89.394,54.5201,28.288,20.3159
90.909,52.1558,30.013,18.2480
92.424,49.8822,25.467,23.1164
93.939,47.6780,29.479,22.6700
95.455,49.6470,29.992,22.9064
96.970,46.3112,28.598,24.2245
98.485,51.3765,31.206,27.5610
100.000,52.7819,27.811,22.9832
101.515,48.4357,27.307,23.2721
103.030,48.3713,29.703,22.3804
104.545,49.7104,28.735,25.0172
106.061,49.3732,27.729,24.4750
107.576,49.7090,31.272,25.2846
109.091,51.1387,32.133,27.1531
110.606,49.5862,33.749,25.0861
112.121,47.7718,31.203,28.3767
113.636,45.3777,31.454,26.1856
115.152,47.5876,30.097,25.0154
116.667,49.0216,30.299,26.5121
118.182,48.7018,26.836,27.5980
119.697,43.9515,27.929,25.8642
121.212,45.8181,33.363,25.4136
122.727,45.9920,33.311,26.5995
124.242,46.7345,35.723,27.6555
125.758,54.8587,36.758,30.9624
127.273,47.9331,33.043,35.0054
128.788,47.3840,37.435,33.6065
130.303,47.8543,32.507,29.2452
131.818,47.3618,31.209,33.8284
133.333,50.4245,33.045,33.7881
134.848,47.3193,35.516,29.4798
136.364,48.6250,30.478,31.7519
137.879,46.0221,35.523,31.5160
139.394,45.4255,37.275,39.3603
140.909,43.0135,38.589,42.0517
142.424,47.0944,41.561,43.8390
143.939,46.0600,39.752,35.6887
145.455,51.1805,38.274,45.0993
146.970,44.3238,41.772,46.3436
148.485,49.4200,41.548,48.1433
150.000,47.6614,41.507,43.2126
151.515,50.5290,47.214,51.1545
153.030,52.4691,46.345,47.9698
154.545,50.8045,50.766,42.1838
156.061,52.2949,48.390,51.7737
157.576,51.2095,48.190,55.0815
159.091,51.8671,50.949,54.8193
160.606,49.5574,50.032,58.2923
162.121,43.9173,57.394,59.9216
163.636,51.2049,59.177,58.8708
165.152,50.8747,51.617,63.1496
166.667,52.1829,61.929,57.9244
168.182,50.6397,58.289,66.7043
169.697,51.2248,65.653,59.4844
171.212,47.7588,55.750,61.6600
172.727,49.9456,54.332,64.2219
174.242,45.2231,58.662,56.9273
175.758,40.7790,58.684,58.9560
177.273,43.1724,62.932,59.4517
178.788,50.6578,59.559,60.7748
180.303,46.8849,62.883,65.6304
181.818,46.4251,71.584,69.2609
183.333,48.2736,73.911,69.8365
184.848,44.8552,77.204,66.3252
186.364,46.6932,82.682,64.8538
187.879,48.8237,84.747,71.9948
189.394,47.7026,83.887,72.8924
190.909,47.3113,93.881,70.9598
192.424,45.6946,93.852,67.1548
193.939,51.9284,91.320,62.6167
195.455,46.5816,90.314,64.4652
196.970,52.8880,100.057,63.9412
198.485,44.4430,101.684,83.6767
200.000,53.8486,119.811,78.9742
201.515,50.7628,119.601,76.4961
203.030,51.3545,107.835,72.3527
204.545,47.1313,102.921,64.2587
206.061,51.0319,103.425,69.0515
207.576,49.1100,117.835,64.4729
209.091,49.6207,132.502,59.7837
210.606,58.9536,141.482,70.2902
212.121,46.7117,150.720,63.1202
213.636,52.7580,133.844,65.5518
215.152,54.0802,134.967,61.9780
216.667,51.0490,140.411,64.0517
218.182,52.0388,132.300,61.0550
219.697,54.9719,133.597,58.5695
221.212,52.2444,127.265,59.0853
222.727,54.1194,154.537,54.0482
224.242,57.2569,163.277,53.2726
225.758,56.0360,173.632,64.2486
227.273,65.5080,183.811,52.7014
228.788,69.5135,189.010,53.6413
230.303,70.3593,174.632,47.4583
231.818,62.8813,156.837,45.2394
233.333,74.1261,151.103,44.7255
234.848,67.2975,143.242,43.2516
236.364,77.4265,147.866,45.7198
237.879,74.7870,149.532,40.1032
239.394,68.7523,146.173,35.7318
240.909,67.4101,142.958,39.7472
242.424,70.0286,155.548,37.0282
243.939,67.9974,158.726,37.2033
245.455,65.2391,174.260,41.4652
246.970,72.1366,148.510,41.1109
248.485,67.4522,145.400,40.4854
250.000,69.7507,173.138,34.8791
251.515,68.2775,155.643,35.4760
253.030,67.6151,162.922,32.6857
254.545,74.4840,150.883,35.7078
256.061,78.6895,148.162,27.9121
257.576,79.9193,148.209,32.3587
259.091,85.2674,143.982,30.2891
260.606,74.7849,141.513,27.0061
262.121,83.6691,131.655,23.2871
263.636,75.1847,121.149,22.8691
265.152,74.3618,114.691,19.8327
266.667,73.4855,99.196,21.4456
268.182,66.8830,99.783,17.8971
269.697,63.1173,85.713,16.9320
271.212,66.5512,80.685,18.3771
272.727,58.5246,83.543,17.4790
274.242,69.2289,84.537,17.2923
275.758,66.1875,82.746,15.6891
277.273,69.5727,79.766,16.8874
278.788,65.6810,90.469,17.6496
280.303,71.6772,98.454,18.0908
281.818,74.3898,89.950,15.9042
283.333,62.9940,78.693,15.2412
284.848,66.9401,73.553,18.0012
286.364,70.0545,73.052,13.6298
287.879,66.4414,68.020,16.2655
289.394,64.8304,71.506,14.8990
290.909,61.8148,73.200,16.6646
292.424,63.8875,71.620,17.4028
293.939,60.6625,71.915,16.6528
295.455,63.4462,65.011,15.5609
296.970,60.8799,70.253,13.3205
298.485,57.5144,79.945,14.0285
300.000,62.4946,85.314,13.6724
301.515,71.6958,90.563,14.7813
303.030,63.6843,92.563,15.3741
304.545,66.6088,79.009,12.9525
306.061,75.4804,93.195,13.1715
307.576,70.6462,79.498,15.0386
309.091,68.6093,91.448,14.9499
310.606,57.2803,80.157,15.3423
312.121,68.9879,85.393,14.3341
313.636,69.8208,79.758,18.1224
315.152,62.9309,81.585,15.6321
316.667,63.1526,82.655,17.1269
318.182,73.3344,80.982,17.1696
319.697,65.1116,85.399,14.6443
321.212,67.5721,90.990,15.9256
322.727,69.4610,84.086,12.2295
324.242,65.3225,81.418,17.4387
325.758,63.8617,86.094,19.5752
327.273,61.6589,89.627,18.1222
328.788,71.6481,93.199,17.2365
330.303,79.4433,90.873,15.4063
331.818,65.7413,81.882,18.2407
333.333,62.1251,78.622,15.5603
334.848,74.0950,81.165,19.0401
336.364,69.8173,78.627,16.8731
337.879,68.0146,79.385,19.9847
339.394,76.3823,88.247,17.6586
340.909,81.4819,103.443,18.5994
342.424,83.5308,113.950,14.7654
343.939,77.4221,100.710,19.0111
345.455,70.4711,87.436,15.3334
346.970,71.0913,99.954,16.8925
348.485,66.9238,90.094,17.8774
350.000,64.9700,80.386,16.6550
351.515,62.1454,75.533,15.2287
353.030,57.7697,78.140,15.3129
354.545,57.9130,81.606,13.8158
356.061,60.7433,80.107,13.9392
357.576,66.3656,77.473,15.8589
359.091,70.0314,80.916,15.7360
360.606,77.2259,85.383,17.9707
362.121,65.3481,79.899,15.9252
363.636,71.7574,81.965,15.7112
365.152,71.8246,86.974,19.7749
366.667,71.4893,90.230,16.7410
368.182,69.2228,73.512,16.7901
369.697,63.7461,69.531,16.2605
371.212,64.2565,68.828,14.9997
372.727,68.5584,73.881,17.0706
374.242,67.3720,79.773,18.0009
375.758,67.3396,68.837,15.5932
377.273,62.1909,61.949,16.2779
378.788,60.4083,58.490,17.1806
380.303,65.4574,61.040,14.9535
381.818,58.9195,66.530,17.6259
383.333,59.7108,64.439,14.3164
384.848,58.0937,73.960,18.4188
386.364,61.8588,62.201,13.5013
387.879,57.9731,61.138,14.8050
389.394,55.5166,65.099,14.7199
390.909,58.2596,65.505,13.6870
392.424,53.5407,70.424,15.0390
393.939,48.0047,57.913,14.7970
395.455,59.8054,54.999,15.8395
396.970,55.0662,55.761,15.2237
398.485,55.2663,58.482,15.8389
400.000,53.2925,62.142,16.0648
401.515,61.8302,62.983,14.3803
403.030,55.9487,63.299,13.7752
404.545,57.1607,60.643,13.5674
406.061,56.1340,58.429,14.2733
407.576,57.4163,55.344,15.3325
409.091,62.8395,55.461,14.8606
410.606,62.6757,58.668,16.3893
412.121,69.1186,66.624,15.7030
413.636,60.1158,68.292,18.0182
415.152,58.0748,66.482,18.0259
416.667,59.1708,60.071,16.3301
418.182,62.4742,67.891,19.8355
419.697,59.0854,61.697,17.4728
